Annotation Specialist,Subjective Impression,OneWord,Song,Performer,Performer2,Performer3,Performer4,Performer5,label,label2,label3,label4,,producer,producer2,producer3,producer4,producer5,producer6,Producer7,Producer8,songwriters,songwriter2,songwriter3,songwriter4,songwriter5,songwriter6,songwriter7,songwriter8,songwriter9,songwriter10,songwriter11,songwriter12,songwriter13,songwriter14,songwriter15,songwriter16,songwriter17,songwriter18,songwriter19,songwriter20,songwriter21,songwriter22,songwriter23,songwriter24,songwriter25,songwriter26,songwriter27,songwriter28,songwriter29,songwriter30
Masha,,,How We Do,The Game ,50 Cent,,,,G-Unit,Aftermath,Interscope,,,Dr. Dre,Mike Elizondo,,,,,,,Jayceon Taylor,Mike Elizondo,Curtis Jackson,Andre Young,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,It's Not Over,Daughtry,,,,,RCA,,,,,Howard Benson,,,,,,,,Chris Daughtry,Ace Young,Gregg Wattenberg,Mark Wilkerson,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,No Air,Glee Cast,,,,,Columbia,,,,,Adam Anders,Peer Astrom,,,,,,,Adam Anders,Nikki Hassman,Peer Åström,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Not A Bad Thing,Justin Timberlake,,,,,RCA,,,,,Timbaland,Justin Timberlake,"Jerome ""J-Roc"" Harmon",,,,,,Justin Timberlake,Timbaland,Joseph Giltner,"Jerome ""J-Roc"" Harmon",James Fauntleroy,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,"I'm Every Woman (From ""The Bodyguard"")",Whitney Houston,,,,,Warner Bros.,,,,,Arif Mardin,,,,,,,,Nickolas Ashford,Valerie Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I'm Ready,Tevin Campbell,,,,,Qwest,,,,,Babyface,Daryl Simmons,,,,,,,Babyface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Have You Ever Really Loved A Woman?,Bryan Adams,,,,,A&M,,,,,Bryan Adams,"Robert John ""Mutt"" Lange",,,,,,,Bryan Adams,Michael Kamen,"Robert John ""Mutt"" Lange",,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Every Little Thing I Do,Soul For Real,,,,,Uptown,,,,,Heavy D & Poke & Tone,,,,,,,,Dwight Myers,Samuel Barnes,Jean-Claude Olivier,Terri Robinson,Raymond Calhoun,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I'm Real,Jennifer Lopez ,Ja Rule,,,,Epic,,,,,Troy Oliver,Cory Rooney,L.E.S.,,,,,,Jennifer Lopez,Troy Oliver,Cory Rooney,Leshan Lewis,Martin Denny,,,,,,,,,,,,,,,,,,,,,,,,,
"Masha, Sheniya",The song gives angsty teen but you can't deny it fuckin slaps,Rips,Numb,Linkin Park,,,,,Warner Bros.,,,,,Don Gilmore,Linkin Park,,,,,,,Linkin Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Masha, Sheniya","Slaps, a nice beat, great dance song, like the mix between english and spanish(?)",Rips,I Know You Want Me (Calle Ocho),Pitbull,,,,,The Orchard,Ultra,J,Polo Grounds,,Fasano,Pitbull,,,,,,,Armando Peréz,Edward Bello,Daniel Seraphine,David Wolinski,Nicola Fasano,Patrick Gonella,Stefano Bosco,,,,,,,,,,,,,,,,,,,,,,,
Masha,Unfortunately this is a bop,Rips,I Kissed A Girl,Glee Cast,,,,,,,,,,,,,,,,,,Katy Perry ,Cathy Dennis ,Max Martin ,Dr. Luke,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,Hipster girl anthem,Rips,Habits (Stay High),Tove Lo,,,,,Island,Republic,,,,The Struts,,,,,,,,Tove Nilsson,Ludvig Söderberg,Jakob Jerlström,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,Doesn't rip,Hotline Bling,Drake,,,,,Cash Money,Young Money,Republic,,,Nineteen85,,,,,,,,Aubrey Graham,Paul Jefferies,Timmy Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,"It Must Have Been Love (From ""Pretty Woman"")",Roxette,,,,,EMI,,,,,Clarence Öfwerman,,,,,,,,Per Gessle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I'm Too Sexy,Right Said Fred,,,,,Tug (UK),Charisma (US),,,,TommyD,,,,,,,,Fred Fairbrass,Richard Fairbrass,Rob Manzoli,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Mouth,Merril Bainbridge,,,,,Gotham,,,,,Siew,,,,,,,,Merril Bainbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Masha, Raf",if he got no scrubs then he gets no fun,rip,No Scrubs,TLC,,,,,LaFace,Arista,,,,She'kspere,,,,,,,,"Kevin ""She'kspere"" Briggs",Kandi Burruss,"Tameka ""Tiny"" Cottle",Lisa Lopes,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,It Feels So Good,Sonique,,,,,Serious,Universal,Republic,,,Graeme Pleeth,Chris Allen,Simon Belofsky,Sonia Clarke,,,,,Sonia Clarke,Linus Burdick,Simon Belofsky,Graeme Pleeth,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Like I Love You,Justin Timberlake,,,,,Jive,,,,,The Neptunes,,,,,,,,Justin Timberlake,Chad Hugo,Pharrell Williams,Terrence Thornton,Gene Thornton,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Mesmerize,Ja Rule ,Ashanti,,,,Def Jam,Murder Inc.,,,,Irv Gotti,Chink Santana,,,,,,,Jeffrey Atkins,Ashanti Douglas,Andre Parker,Irving Lorenzo,Thomas Bell,Linda Creed,,,,,,,,,,,,,,,,,,,,,,,,
"Masha, Raf",Frat classic,rips,In Da Club,50 Cent,,,,,Aftermath,Shady,Interscope,,,Dr. Dre,Mike Elizondo,,,,,,,Curtis Jackson,Andre Young,Mike Elizondo,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Into You,Fabolous,Tamia,Ashanti,,,Elektra,Desert Storm,,,,DJ Clue,DURO,,,,,,,Fabolous,Tim Kelley,Bob Robinson,Lionel Richie,Ronald LaPread,Tamia,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Hey Mama,The Black Eyed Peas,,,,,A&M,will.i.am,Interscope,,,will.i.am,,,,,,,,Will Adams,Anthony Henry,Allan Pineda,Jaime Gomez,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,Campy slay,Rips,Last Friday Night (T.G.I.F.),Katy Perry,,,,,Capitol,,,,,Dr. Luke,Max Martin,,,,,,,Katy Perry,Lukasz Gottwald,Max Martin,Bonnie McKee,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Down On Me,Jeremih,50 Cent,,,,Def Jam,,,,,Mick Schultz,Keith James,,,,,,,Mick Schultz,Jeremy Felton,Curtis Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Last Night,Mar-Keys,,,,,Satellite107,,,,,,,,,,,,,Charles Axton,Jerry Lee Smith,Floyd Newman,Chips Moman,Gilbert C. Caple,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I'd Do Anything For Love (But I Won't Do That),Meat Loaf,,,,,MCA,Virgin (Europe and Japan),,,,Jim Steinman,,,,,,,,Jim Steinman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Getto Jam,Domino,,,,,Outburst Records,,,,,DJ Battlecat,Domino (co-),,,,,,,Shawn Ivy,Kevin Gilliam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I'll Be There For You/You're All I Need To Get By,Method Man ,Mary J. Blige,,,,Def Jam,PolyGram,,,,RZA,Sean Combs,Trackmasters,,,,,,Nickolas Ashford,Robert Diggs,Valerie Simpson,Clifford Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,I Try,Macy Gray,,,,,Epic,Clean Slate,,,,Andrew Slater,,,,,,,,Macy Gray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masha,,,Naughty Girl,Beyonce,,,,,Columbia,Music World,,,,Scott Storch,Beyoncé Knowles,,,,,,,Beyoncé Knowles,Scott Storch,Robert Waller,Angela Beyincé,Pete Bellotte,Giorgio Moroder,Donna Summer,,,,,,,,,,,,,,,,,,,,,,,
"Masha,Raf",The gasping bit is so unique.,rips,Jesus Walks,Kanye West,,,,,Roc-A-Fella,Def Jam,,,,Kanye West,,,,,,,,Kanye West,Che Smith,Miri Ben-Ari,Curtis Lundy,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Hype beat an era clasic,rips,Forever,Drake,Eminem,Kanye West,Lil Wayne,,Young Money,Cash Money,Universal Motown,,,Boi-1da,,,,,,,,Aubrey Graham,Kanye West,"Dwayne Carter, Jr.",Marshall Mathers III,Matthew Samuels,,,,,,,,,,,,,,,,,,,,,,,,,
Max,catchy nice pace and flow,rips,I Like It,Cardi B,J Balvin,Bad Bunny,,,Atlantic,,,,,J. White Did It,Tainy,Craig Kallman,Invincible,,,,,Belcalis Almanzar,Benito Ocasio,José Osorio,Tony Pabón,Marcos Masis,Jesus Nieves,Manny Rodriguez,Jorden Thorpe,Anthony White,Vincent Watson,Edgar Machuca,Xavier Vargas,Edgar Vargas,Benny Bonnilla,,,,,,,,,,,,,,,,
Max,Not into it to high tempo,doesn't rip,I Don't Care,Ed Sheeran,Justin Bieber,,,,Asylum,Atlantic,Def Jam,,,Max Martin,Shellback,Fred,,,,,,Ed Sheeran,Justin Bieber,Max Martin,Shellback,Fred Gibson,Jason Boyd,,,,,,,,,,,,,,,,,,,,,,,,
Max,nice tame beat with good flows,rips,I Love It,Kanye West,Lil Pump,,,,Def Jam,GOOD,Tha Lights Global,Warner Bros.,,Kanye West,DJ Clark Kent,CBMix,Ronny J,,,,,Kanye West,Omar Jeffery Pineiro,Gazzy Garcia,Rodolfo Franklin,Christopher Barnett,James Harris III,Tommy Lewis,"Ronald Spence, Jr.",,,,,,,,,,,,,,,,,,,,,,
Max,a little to up beat to feel like some real OG rap,doesn't rip,Mo Money Mo Problems,The Notorious B.I.G.,Mase,P. Diddy,,,Bad Boy,Arista,,,,Stevie J,Sean Combs,,,,,,,Christopher Wallace,Steven Jordan,Mason Betha,Bernard Edwards,Nile Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,
Max,little vulger but nice pace hard not to nod the head,rips,FEFE,6ix9ine,Murda Beatz,Nicki Minaj,,,ScumGang,TenThousand Projects,,,,Murda Beatz,Cubeatz,,,,,,,Daniel Hernandez,Onika Maraj,Shane Lindstrom,Kevin Gomringer,Tim Gomringer,Andrew Green,,,,,,,,,,,,,,,,,,,,,,,,
Max,intro is to quiet angy vibe but good,rips,I Need A Doctor,Dr. Dre,Skylar Grey,Eminem,,,Aftermath,Interscope,,,,Alex da Kid,,,,,,,,Andre Young,Marshall Mathers,Holly Hafermann,Alex Grant,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,OG type beat good,rips,Hypnotize,The Notorious B.I.G.,,,,,Bad Boy,Arista,,,,D-Dot,Ron Lawrence,Sean Combs,,,,,,Christopher Wallace,Sean Combs,Deric Angelettie,Ron Lawrence,Andy Armer,Randy Alpert,,,,,,,,,,,,,,,,,,,,,,,,
Max,Lame ,doesn't rip,My All,Mariah Carey,,,,,,,,,,,,,,,,,,Mariah Carey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Poppy and Fun,rips,I Gotta Feeling,The Black Eyed Peas,,,,,Interscope,,,,,David Guetta,Frédéric Riesterer,,,,,,,William Adams,Stacy Ferguson,Jaime Gomez,David Guetta,Allan Pineda,Frédéric Riesterer,,,,,,,,,,,,,,,,,,,,,,,,
Max,middle school nostalgia ,rips,Love The Way You Lie,Eminem,Rihanna,,,,Shady,Aftermath,Interscope,,,Alex da Kid,Makeba Riddick,,,,,,,Marshall Mathers,Holly Hafermann,Alexander Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Goes hard,rips,Humble.,Kendrick Lamar,,,,,Top Dawg,Aftermath,Interscope,,,Mike Will Made It,Pluss,,,,,,,Kendrick Duckworth,Michael Williams II,Asheton Hogan,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Poppy not my vibe,doesn't rip,If I Can't Have You,Shawn Mendes,,,,,Island,,,,,Teddy Geiger,Shawn Mendes,,,,,,,Shawn Mendes,Teddy Geiger,Scott Harris,Nate Mercereau,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Fun beat will smith is not a bad rapper,rips,Gettin' Jiggy Wit It,Will Smith,,,,,Columbia,,,,,Poke & Tone,L.E.S. ,,,,,,,Will Smith,Samuel Barnes,Bernard Edwards,Joe Robinson,Nile Rodgers,,,,,,,,,,,,,,,,,,,,,,,,,
Max,When Kanye Was good,rips,Love Lockdown,Kanye West,,,,,Roc-A-Fella,Def Jam,,,,Kanye West,,,,,,,,Kanye West,"Jeffrey ""Jeff"" Bhasker",Jenny-Bea Englishman,Malik Jones,LaNeah Menzies,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Nice and poppy kinda a country vibe,rips,Mine,Taylor Swift,,,,,Big Machine,,,,,Taylor Swift,Nathan Chapman,,,,,,,Taylor Swift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Angry but good poppy vibe,rips,I Knew You Were Trouble.,Taylor Swift,,,,,Big Machine,,,,,Max Martin,Shellback,,,,,,,Taylor Swift,Max Martin,Shellback,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,to much we not vibeing Ariana ,doesn't rip,No Tears Left To Cry,Ariana Grande,,,,,Republic,,,,,Max Martin,Ilya,,,,,,,Ariana Grande,Max Martin,Savan Kotecha,Ilya Salmanzadeh,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Love it little dramatic vibe,rips,Goodbyes,Post Malone,Young Thug,,,,Republic,,,,,Brian Lee,Louis Bell,,,,,,,Austin Post,Jeffery Williams,Brian Lee,Louis Bell,Billy Walsh,Val Blavatnik,Jessie Foutz,,,,,,,,,,,,,,,,,,,,,,,
Max,"Peak Kanye, nice medium pace beat",rips,Heartless,Kanye West,,,,,Roc-A-Fella,Def Jam,,,,Kanye West,No I.D.,,,,,,,Kanye West,Ernest Wilson,Scott Mescudi,Malik Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Kinda like it nice lirics and calm beat,rips,Love Yourself,Justin Bieber,,,,,Def Jam,,,,,Benny Blanco,,,,,,,,Justin Bieber,Benjamin Levin,Ed Sheeran,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Some Agsty rock,rips,Girlfriend,Avril Lavigne,,,,,RCA,Columbia,,,,Dr. Luke,,,,,,,,Avril Lavigne,Lukasz Gottwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Og feel I like it a little to slow,doesn't rip,How Deep Is Your Love,Dru Hill,Redman,,,,Island,,,,,Warryn Campbell,Dutch,Nokio,,,,,,Rick Cousin,Tamar Ruffin,Warryn Campbell,Mark Andrews,Reggie Noble,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Poppy not my vibe,doesn't rip,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn,Taylor Swift,,,,Republic,,,,,Jack Antonoff,,,,,,,,Taylor Swift,Sam Dew,Jack Antonoff,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,Catchy nice mellow beat,rips,Look Alive,BlocBoy JB,Drake,,,,OVO,Warner Bros.,,,,Tay Keith,,,,,,,,James Baker,Aubrey Graham,Brytavious Chambers,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,A little to up beat for in my feels,doesn't rip,In My Feelings,Drake,,,,,Young Money,Cash Money,Republic,,,TrapMoneyBenny,Blaqnmild,,,,,,,Aubrey Graham,Benny Workman,Darius Harrison,N. Kobe,Caresha Brownlee,Jatavia Johnson,Stephen Garrett,James Scheffer,Rex Zamor,"Dwayne Carter, Jr.",Ibra Ake,Renetta Lowe-Bridgewater,Orville Hall,Phillip Price,Noah Shebib,,,,,,,,,,,,,,,
Max,vibey beat nice flow,rips,Going Bad,Meek Mill,Drake,,,,Atlantic,Maybach,,,,Wheezy,Westen Weiss,,,,,,,Robert Williams,Aubrey Graham,Wesley Glass,Westen Weiss,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,to slow eightys vibe not for me,doesn't rip,"I Believe In You And Me (From ""The Preacher's Wife"")",Whitney Houston,,,,,Casablanca,,,,,,,,,,,,,Sandy Linzer,David Wolfert,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,slow pace sad son but it has a nice beat,rips,I'll Be,Edwin McCain,,,,,Lava,,,,,Matt Serletic,,,,,,,,Edwin McCain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,still great flows and good beats,rips,Money In The Grave,Drake,Rick Ross,,,,Frozen Moments,Republic,OVO,,,,,,,,,,, DeLorean Black ,Asoteric ,Ljay Currie ,CC On The Track ,Rick Ross ,Aubrey Graham,,,,,,,,,,,,,,,,,,,,,,,,
Max,dramatic and a little slow burn,doesn't rip,Frozen,Madonna,,,,,Maverick,Warner Bros.,,,,Madonna,William Orbit,Patrick Leonard,,,,,,Madonna,Patrick Leonard,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,my laptop speakers can not keep up,rips,Moves Like Jagger,Maroon 5,Christina Aguilera,,,,A&M Octone,,,,,Shellback,Benny Blanco,,,,,,,Adam Levine,Benny Blanco,Ammar Malik,Shellback,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,another slow burn a little dramatic,rips,Holy Grail,Jay Z,Justin Timberlake,,,,Roc-A-Fella,Roc Nation,Universal,,,The-Dream,Timbaland,J-Roc,No ID,,,,,Shawn Carter,Justin Timberlake,Terius Nash,Timothy Mosley,Jerome Harmon,Ernest Wilson,Kurt Cobain,Dave Grohl,Krist Novoselic,,,,,,,,,,,,,,,,,,,,,
Max,oldhead vibes to slow,doesn't rip,"For You I Will (From ""Space Jam"")",Monica,,,,,Atlantic,Rowdy,,,,David Foster,,,,,,,,Diane Warren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,feels like im being seduced,rips,Nice & Slow,Usher,,,,,LaFace,Arista,,,,Jermaine Dupri,,,,,,,,Brian Casey,Manuel Seal Jr.,Jermaine Dupri,Usher Raymond,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,party song club vibe,rips,On The Floor,Jennifer Lopez,Pitbull,,,,Island,,,,,RedOne,,,,,,,,Nadir Khayat,Kinnda Hamid,AJ Junior,Teddy Sky,Bilal Hajji,Armando Perez,Gonzalo Hermosa,Ulises Hermosa,,,,,,,,,,,,,,,,,,,,,,
Max,bad bitch vibes,rips,Good For You,Selena Gomez ,A$AP Rocky,,,,Interscope,,,,,Nick Monson,Sir Nolan,,,,,,,Julia Michaels,Justin Tranter,Nick Monson,Nolan Lambroza,Rakim Mayers,Hector Delgado,Selena Gomez,,,,,,,,,,,,,,,,,,,,,,,
Max,I have been seduced,rips,No Guidance,Chris Brown,Drake,,,,RCA,,,,,Vinylz,J-Louis,40,Teddy Walton,,,,,Christopher Brown,Aubrey Graham,Joshua Huizar,Anderson Hernandez,Travis Walton,Tyler Bryant,Noah Shebib,Nija Charles,Michee Lebrun,,,,,,,,,,,,,,,,,,,,,
Max,driving in the summer with the windows down,rips,Get Back,The Beatles,Billy Preston,,,,Apple,,,,,Glyn Johns,George Martin,Phil Spector,,,,,,Lennon–McCartney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,his voice ruins it,doesn't rip,Gotta Be Somebody,Nickelback,,,,,Roadrunner,,,,,Nickelback,Mutt Lange,,,,,,,Chad Kroeger,Ryan Peake,Mike Kroeger,Daniel Adair,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,classic rock intro nice soft intro,rips,Counting Blue Cars,Dishwalla,,,,,A&M,,,,,Phil Nicolo,Dishwalla,,,,,,,Scot Alexander,Rodney Browning Cravens,Greg Kolanek,J. R. Richards,George Pendergast,,,,,,,,,,,,,,,,,,,,,,,,,
Max,weird vibes from the start feels like cheap party music,doesn't rip,Ride,Ciara,Ludacris,,,,LaFace,,,,,Tricky Stewart,The-Dream,,,,,,,Ciara,"Terius ""The-Dream"" Nash","C. ""Tricky Stewart""",Christopher Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,nice wishfull vibe ,rips,Best I Ever Had,Gary Allan,,,,,RCA,,,,,Mark Endert,Ben Grosse,,,,,,,Matt Scannell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,feels like some twenty sixteen vibe not for me,doesn't rip,Cheap Thrills,Sia,Sean Paul,,,,Inertia,Monkey Puzzle,RCA,,,Greg Kurstin,,,,,,,,Sia Furler,Greg Kurstin,Sean Paul Henriques ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,very catchy intro gets right into it very good,rips,Animal,Neon Trees,,,,,Mercury,,,,,Tim Pagnotta,,,,,,,,Chris Allen,Branden Campbell,Elaine Bradley,Tyler Glenn,Tim Pagnotta,,,,,,,,,,,,,,,,,,,,,,,,,
Max,not sure if its sad or hopeful slow burn,rips,Second Chance,Shinedown,,,,,Atlantic,,,,,Rob Cavallo,,,,,,,,Brent Smith,Dave Bassett,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Max,rough intro two thousands  R&B,doesn't rip,4 Minutes,Avant,,,,,Geffen,,,,,Ron Fair,The Underdogs,Antonio Dixon,,,,,,Myron Lavell Avant,Harvey Jay Mason,Eric D. Dawkins,Keri Lynn Hilson,Antonio Lamar Dixon,Damon E. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"groovy, slow, very repetitive",doesn't rip,Someone To Love,Jon B. ,Babyface,,,,Yab Yum,550 Music,,,,Babyface,,,,,,,,Kenneth Brian Edmonds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"instrumentals are great, great last 1/3",rips,I'm Your Angel,R. Kelly,Celine Dion,,,,Epic,Jive,,,,R. Kelly,,,,,,,,Robert Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,iconic. great bop,rips,Club Can't Handle Me,Flo Rida ,David Guetta,,,,Atlantic,,,,,David Guetta,Frédéric Riesterer,,,,,,,Tramar Dillard,Carmen Key,Kasia Livingston,Mike Caren,David Guetta,Frédéric Riesterer,Giorgio Tuinfort,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"classic. amazing vibes, girl power",rips,Rich Girl,Gwen Stefani ,Eve,,,,Interscope,,,,,Dr. Dre,,,,,,,,Mark Batson,Jerry Bock,Kara DioGuardi,Mike Elizondo,Eve,Sheldon Harnick,Chantal Kreviazuk,Gwen Stefani,Andre Young,,,,,,,,,,,,,,,,,,,,,
Morgan,"hot take, I don't like",doesn't rip,I'll Be Missing You,Diddy ,Dirty Money,Faith Evans,112,,Bad Boy,Arista,,,,Sean Combs,Stevie J,,,,,,,Sting,Todd Gaither,Faith Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,duh,rips,Suga Suga,Baby Bash ,Frankie J,,,,Universal,,,,,Happy Perez,,,,,,,,Ronald Bryant,Francisco Bautista,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,was very very overplayed,doesn't rip,Don't Wanna Know,Maroon 5 ,Kendrick Lamar,,,,222,Interscope,,,,Benny Blanco,The Arcade,Louie Lastic,,,,,,Kendrick Duckworth,Adam Levine,Benjamin Levin,John Ryan,Jacob Kasher Hindlin,Ammar Malik,Kurtis McKenzie,Jon Mills,Alex Ben-Abdallah,,,,,,,,,,,,,,,,,,,,,
Morgan,movin my hips ,rips,(When You Gonna) Give It Up To Me,Sean Paul ,Keyshia Cole,,,,Atlantic,VP,,,,Donovan Bennett,,,,,,,,Sean Henriques,Donovan Bennett,Nigel Staff,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,the mixture of all of their voices does it for me,rips,I'm The One,DJ Khaled ,Lil Wayne,Justin Beiber,Quavo,Chance The Rapper,We the Best,Epic,,,,DJ Khaled,Nic Nac,,,,,,,Khaled Khaled,Justin Bieber,Quavious Marshall,Chancelor Bennett,Dwayne Carter Jr.,Nicholas Balding,Jason Boyd,Robert Brackins III,David Park,Ray Jacobs,,,,,,,,,,,,,,,,,,,,
Morgan,great hype song,rips,Dance (A$$)Remix,Big Sean,Nicki Minaj,,,,GOOD Music,Def Jam,,,,Da Internz,,,,,,,,Sean Anderson,Onika Maraj,Marcos Palacios,Ernest Clark,Marlyn Banks,Alonzo Miller,Rick James,,,,,,,,,,,,,,,,,,,,,,,
Morgan,overall great vibes,rips,Coming Home,Diddy ,Dirty Money,Skylar Grey,,,Bad Boy,Interscope,,,,Alex da Kid,Jay-Z ,,,,,,,Shawn Carter,Jermaine Cole,Alexander Grant,Holly Hafermann,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,YES! ,rips,Buttons,The Pussycat Dolls ,Snoop Dogg,,,,A&M,Interscope,,,,Polow da Don,Sean Garrett,Ron Fair,,,,,,Sean Garrett,Jamal Jones,Jason Perry,Nicole Scherzinger,Calvin Broadus,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"subjectively a good vibe, not my favorite though",rips,Only You,112,The Notorious B.I.G.,,,,Bad Boy,Arista,,,,Stevie J,Sean Combs,,,,,,,Sean Combs,Steven Jordan,Christopher Wallace,Mason Betha,D.J. Rogers Jr.,Marvin Scandrick,Michael Keith,Daron Jones,Quinnes Parker,Harry Wayne Casey,Richard Finch,,,,,,,,,,,,,,,,,,,
Morgan,simply reminds me of summer,rips,Stay Fly,Three 6 Mafia ,Young Buck,Eightball,MJG,,Hypnotize Minds,Sony BMG,Columbia,,,DJ Paul,Juicy J,,,,,,,Jordan Houston,Darnell Carlton,Paul Beauregard,Premro Smith,Marlon Goodwin,David Brown,William Hutchinson,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"guitar is amazing, vocals are awesome, such a banger",rips,Since U Been Gone,Kelly Clarkson,,,,,RCA,,,,,Max Martin,Dr. Luke,,,,,,,Max Martin,Lukasz Gottwald,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,interesting !,doesn't rip,Play,David Banner,,,,,Universal,,,,,Mr. Collipark,,,,,,,,David Banner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,"personally I feel like its overplayed, but still a classic",rips,So Sick,Ne-Yo,,,,,Def Jam,,,,,Stargate,,,,,,,,Mikkel S. Eriksen,Tor Erik Hermansen,Shaffer Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,very mid throughout,doesn't rip,Splash Waterfalls,Ludacris,,,,,Disturbing tha Peace,Def Jam,,,,Icedrake,,,,,,,,Christopher Bridges,Michael Guy,Lawrence Mizell,Carl Wheeler,D'wayne Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,classic in my mind,rips,P.I.M.P.,50 Cent,,,,,Shady,Aftermath,Interscope,,,Mr. Porter,,,,,,,,Curtis Jackson,Denaun Porter,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,instrumentals are awesome,rips,"Cradle Of Love (From ""Ford Fairlane"")",Billy Idol,,,,,Chrysalis,,,,,Keith Forsey,,,,,,,,Billy Idol,David Werner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,Maroon 5 just makes me think of my middle school self,rips,Daylight,Maroon 5,,,,,A&M Octone,,,,,Levine,MdL,Max Martin,,,,,,Adam Levine,Max Martin,Sam Martin,Mason Levy,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan,not my vibe honestly,doesn't rip,That's The Way It Is,Celine Dion,,,,,Columbia,Epic,,,,Max Martin,Kristian Lundin,,,,,,,Max Martin,Kristian Lundin,Andreas Carlsson,,,,,,,,,,,,,,,,,,,,,,,,,,,
